10
2 3
29 42 8
29 43 4
29 44 1
29 45 2
29 46 9
29 47 5
30 31 2
30 32 5
30 33 10
30 34 10
30 35 8
30 36 4
30 37 8
30 38 9
30 39 2
30 40 8
30 41 8
30 42 4
30 43 9
30 44 10
30 45 3
30 46 5
30 47 9
31 32 3
31 33 7
31 34 5
31 35 8
31 36 5
31 37 1
31 38 4
31 39 9
31 40 10
31 41 9
31 42 9
31 43 2
31 44 10
31 45 5
31 46 4
31 47 3
32 33 1
32 34 6
32 35 7
32 36 5
32 37 6
32 38 6
32 39 4
32 40 4
32 41 7
32 42 4
32 43 1
32 44 9
32 45 7
32 46 4
32 47 5
33 34 6
33 35 5
33 36 4
33 37 1
33 38 7
33 39 1
33 40 6
33 41 4
33 42 7
33 43 3
33 44 2
33 45 9
33 46 3
33 47 4
34 35 5
34 36 7
34 37 2
34 38 8
34 39 7
34 40 2
34 41 5
34 42 9
34 43 4
34 44 5
34 45 9
34 46 6
34 47 10
35 36 4
35 37 10
35 38 4
35 39 7
35 40 10
35 41 1
35 42 9
35 43 7
35 44 5
35 45 10
35 46 8
35 47 9
36 37 10
36 38 6
36 39 1
36 40 10
36 41 2
36 42 3
36 43 5
36 44 9
36 45 4
36 46 8
36 47 8
37 38 6
37 39 10
37 40 2
37 41 7
37 42 4
37 43 9
37 44 7
37 45 5
37 46 4
37 47 8
38 39 7
38 40 4
38 41 7
38 42 3
38 43 7
38 44 1
38 45 5
38 46 5
38 47 1
39 40 4
39 41 10
39 42 10
39 43 7
39 44 6
39 45 3
39 46 8
39 47 5
40 41 1
40 42 2
40 43 1
40 44 4
40 45 2
40 46 9
40 47 10
41 42 10
41 43 4
41 44 3
41 45 1
41 46 9
41 47 7
42 43 2
42 44 2
42 45 3
42 46 10
42 47 9
43 44 9
43 45 9
43 46 6
43 47 6
44 45 9
44 46 10
44 47 3
45 46 1
45 47 6
46 47 7
45 945
0 1 6
0 2 9
0 4 4
0 5 5
0 6 2
0 7 7
0 9 5
0 12 9
0 14 8
0 16 9
0 20 8
0 22 4
0 24 2
0 26 5
0 28 9
0 29 3
0 30 2
0 31 10
0 37 9
0 41 4
1 2 9
1 4 6
1 7 7
1 9 10
1 11 1
1 13 3
1 14 6
1 15 6
1 17 2
1 19 4
1 21 1
1 22 5
1 23 7
1 25 10
1 26 10
1 27 9
1 28 8
1 31 3
1 32 8
1 37 10
1 41 6
1 43 1
1 44 7
1 45 5
2 3 7
2 4 9
2 5 7
2 6 9
2 7 1
2 8 7
2 10 5
2 14 1
2 16 7
2 18 7
2 19 2
2 21 8
2 23 8
2 24 2
2 27 5
2 28 6
2 29 10
2 30 10
2 32 5
2 33 7
2 35 3
2 36 9
2 37 7
2 38 6
2 39 3
2 40 10
2 44 2
3 4 4
3 6 9
3 10 7
3 13 10
3 14 2
3 15 6
3 16 3
3 18 5
3 20 4
3 22 2
3 24 2
3 27 10
3 28 3
3 30 8
3 31 8
3 32 8
3 34 2
3 39 2
3 40 2
3 41 1
3 43 9
3 44 9
4 5 6
4 9 9
4 10 5
4 11 9
4 12 7
4 13 1
4 14 6
4 15 9
4 16 5
4 17 4
4 18 4
4 20 8
4 21 9
4 22 4
4 23 4
4 24 9
4 25 4
4 27 10
4 28 10
4 29 1
4 30 7
4 31 10
4 32 7
4 34 8
4 35 6
4 36 3
4 37 4
4 38 9
4 39 7
4 40 2
4 42 5
4 43 7
4 44 8
4 45 2
5 6 10
5 7 9
5 8 1
5 9 5
5 10 3
5 11 1
5 12 5
5 13 1
5 14 7
5 15 10
5 16 6
5 17 7
5 18 4
5 19 8
5 21 8
5 22 9
5 23 8
5 24 6
5 25 6
5 26 4
5 27 8
5 28 1
5 29 2
5 30 1
5 31 3
5 32 7
5 33 5
5 34 1
5 35 6
5 36 3
5 37 4
5 38 3
5 39 8
5 40 3
5 41 4
5 42 10
5 43 9
5 44 7
5 45 2
6 7 4
6 8 2
6 9 7
6 10 10
6 11 10
6 12 10
6 13 6
6 14 7
6 15 2
6 16 6
6 17 8
6 18 9
6 19 9
6 20 3
6 21 10
6 22 3
6 23 7
6 24 9
6 25 4
6 26 5
6 27 7
6 28 2
6 30 2
6 31 5
6 32 6
6 33 3
6 34 8
6 35 9
6 36 6
6 37 5
6 38 5
6 39 6
6 40 3
6 41 8
6 42 10
6 43 7
6 44 1
6 45 5
7 8 5
7 9 10
7 10 2
7 11 6
7 12 7
7 13 10
7 14 9
7 15 2
7 16 8
7 17 6
7 18 10
7 19 10
7 20 1
7 21 10
7 22 2
7 23 1
7 24 10
7 25 9
7 26 4
7 27 1
7 28 10
7 29 9
7 30 8
7 31 3
7 32 3
7 33 7
7 34 8
7 35 2
7 36 2
7 37 5
7 38 10
7 39 9
7 40 4
7 41 4
7 42 5
7 43 3
7 44 6
7 45 6
8 9 5
8 10 3
8 11 2
8 12 10
8 13 10
8 14 7
8 15 5
8 16 4
8 17 3
8 18 3
8 19 10
8 20 4
8 21 1
8 22 2
8 23 10
8 24 10
8 25 5
8 26 5
8 27 7
8 28 6
8 29 8
8 30 5
8 31 1
8 32 10
8 33 7
8 34 2
8 35 7
8 36 4
8 37 7
8 38 2
8 39 3
8 40 6
8 41 5
8 42 5
8 43 9
8 44 2
8 45 3
9 10 4
9 11 3
9 12 9
9 13 4
9 14 2
9 15 8
9 16 10
9 17 6
9 18 5
9 19 7
9 20 1
9 21 1
9 22 2
9 23 6
9 24 8
9 25 5
9 26 8
9 27 8
9 28 8
9 29 7
9 30 10
9 31 10
9 32 8
9 33 9
9 34 5
9 35 6
9 36 4
9 37 3
9 38 10
9 39 3
9 40 2
9 41 3
9 42 1
9 43 5
9 44 10
9 45 8
10 11 1
10 12 6
10 13 10
10 14 3
10 15 4
10 16 2
10 17 10
10 18 8
10 19 1
10 20 5
10 21 1
10 22 6
10 23 3
10 24 3
10 25 7
10 26 5
10 27 6
10 28 8
10 29 1
10 30 10
10 31 2
10 32 10
10 33 3
10 34 3
10 35 8
10 36 6
10 37 2
10 38 6
10 39 4
10 40 1
10 41 5
10 42 6
10 43 9
10 44 2
10 45 2
11 12 5
11 13 3
11 14 5
11 15 10
11 16 10
11 17 6
11 18 8
11 19 10
11 20 3
11 21 3
11 22 5
11 23 7
11 24 2
11 25 2
11 26 9
11 27 5
11 28 8
11 29 8
11 30 8
11 31 10
11 32 9
11 33 5
11 34 2
11 35 5
11 36 7
11 37 7
11 38 7
11 39 10
11 40 3
11 41 8
11 42 2
11 43 4
11 44 3
11 45 4
12 13 4
12 14 5
12 15 7
12 16 8
12 17 3
12 18 2
12 19 4
12 20 6
12 21 5
12 22 4
12 23 1
12 24 9
12 25 4
12 26 8
12 27 9
12 28 4
12 29 1
12 30 1
12 31 4
12 32 3
12 33 8
12 34 9
12 35 7
12 36 9
12 37 9
12 38 6
12 39 6
12 40 3
12 41 8
12 42 4
12 43 2
12 44 2
12 45 1
13 14 1
13 15 8
13 16 4
13 17 3
13 18 10
13 19 5
13 20 9
13 21 5
13 22 3
13 23 6
13 24 4
13 25 3
13 26 2
13 27 3
13 28 10
13 29 2
13 30 5
13 31 9
13 32 1
13 33 5
13 34 1
13 35 9
13 36 9
13 37 5
13 38 10
13 39 7
13 40 2
13 41 9
13 42 4
13 43 4
13 44 4
13 45 4
14 15 4
14 16 1
14 17 5
14 18 4
14 19 3
14 20 9
14 21 3
14 22 5
14 23 7
14 24 1
14 25 2
14 26 8
14 27 10
14 28 10
14 29 6
14 30 9
14 31 4
14 32 9
14 33 4
14 34 6
14 35 1
14 36 4
14 37 4
14 38 7
14 39 2
14 40 9
14 41 8
14 42 7
14 43 6
14 44 10
14 45 7
15 16 1
15 17 5
15 18 3
15 19 10
15 20 6
15 21 8
15 22 6
15 23 8
15 24 6
15 25 10
15 26 5
15 27 1
15 28 5
15 29 8
15 30 9
15 31 2
15 32 4
15 33 6
15 34 7
15 35 4
15 36 5
15 37 6
15 38 3
15 39 5
15 40 8
15 41 10
15 42 2
15 43 3
15 44 4
15 45 8
16 17 10
16 18 8
16 19 10
16 20 7
16 21 10
16 22 3
16 23 5
16 24 10
16 25 6
16 26 4
16 27 10
16 28 8
16 29 4
16 30 7
16 31 9
16 32 6
16 33 7
16 34 6
16 35 5
16 36 7
16 37 5
16 38 9
16 39 6
16 40 9
16 41 6
16 42 9
16 43 1
16 44 6
16 45 9
17 18 3
17 19 10
17 20 9
17 21 7
17 22 8
17 23 1
17 24 2
17 25 2
17 26 2
17 27 7
17 28 6
17 29 4
17 30 4
17 31 9
17 32 8
17 33 6
17 34 5
17 35 7
17 36 1
17 37 4
17 38 3
17 39 9
17 40 10
17 41 2
17 42 3
17 43 7
17 44 1
17 45 2
18 19 9
18 20 1
18 21 2
18 22 10
18 23 4
18 24 1
18 25 2
18 26 4
18 27 10
18 28 5
18 29 5
18 30 6
18 31 7
18 32 9
18 33 7
18 34 7
18 35 8
18 36 2
18 37 5
18 38 7
18 39 9
18 40 5
18 41 1
18 42 10
18 43 5
18 44 4
18 45 1
19 20 8
19 21 1
19 22 9
19 23 9
19 24 3
19 25 9
19 26 1
19 27 9
19 28 1
19 29 4
19 30 4
19 31 4
19 32 5
19 33 7
19 34 4
19 35 3
19 36 3
19 37 1
19 38 4
19 39 10
19 40 7
19 41 2
19 42 2
19 43 6
19 44 1
19 45 10
20 21 5
20 22 4
20 23 8
20 24 8
20 25 10
20 26 9
20 27 6
20 28 6
20 29 5
20 30 4
20 31 5
20 32 7
20 33 3
20 34 7
20 35 1
20 36 9
20 37 7
20 38 4
20 39 7
20 40 10
20 41 3
20 42 3
20 43 9
20 44 4
20 45 8
21 22 6
21 23 8
21 24 7
21 25 1
21 26 8
21 27 4
21 28 5
21 29 1
21 30 7
21 31 9
21 32 8
21 33 1
21 34 2
21 35 2
21 36 6
21 37 6
21 38 4
21 39 5
21 40 6
21 41 6
21 42 8
21 43 1
21 44 2
21 45 3
22 23 3
22 24 9
22 25 2
22 26 2
22 27 5
22 28 3
22 29 6
22 30 3
22 31 9
22 32 9
22 33 10
22 34 5
22 35 8
22 36 7
22 37 9
22 38 1
22 39 9
22 40 2
22 41 10
22 42 8
22 43 5
22 44 7
22 45 8
23 24 9
23 25 9
23 26 4
23 27 10
23 28 8
23 29 6
23 30 2
23 31 7
23 32 2
23 33 9
23 34 2
23 35 4
23 36 9
23 37 8
23 38 4
23 39 6
23 40 10
23 41 8
23 42 7
23 43 8
23 44 9
23 45 9
24 25 6
24 26 10
24 27 5
24 28 3
24 29 4
24 30 4
24 31 6
24 32 7
24 33 2
24 34 9
24 35 6
24 36 1
24 37 10
24 38 7
24 39 5
24 40 6
24 41 9
24 42 1
24 43 1
24 44 5
24 45 4
25 26 8
25 27 9
25 28 4
25 29 3
25 30 10
25 31 7
25 32 6
25 33 2
25 34 8
25 35 6
25 36 7
25 37 2
25 38 6
25 39 8
25 40 6
25 41 6
25 42 8
25 43 8
25 44 7
25 45 6
26 27 3
26 28 5
26 29 2
26 30 10
26 31 1
26 32 10
26 33 1
26 34 7
26 35 2
26 36 1
26 37 1
26 38 1
26 39 3
26 40 3
26 41 10
26 42 7
26 43 3
26 44 7
26 45 7
27 28 3
27 29 6
27 30 4
27 31 2
27 32 4
27 33 9
27 34 8
27 35 2
27 36 1
27 37 1
27 38 7
27 39 10
27 40 8
27 41 5
27 42 1
27 43 3
27 44 4
27 45 6
28 29 8
28 30 6
28 31 10
28 32 10
28 33 7
28 34 7
28 35 9
28 36 8
28 37 5
28 38 7
28 39 8
28 40 1
28 41 7
28 42 1
28 43 3
28 44 1
28 45 3
29 30 3
29 31 7
29 32 3
29 33 4
29 34 10
29 35 8
29 36 6
29 37 2
29 38 4
29 39 6
29 40 2
29 41 4
29 42 5
29 43 8
29 44 10
29 45 10
30 31 9
30 32 6
30 33 2
30 34 10
30 35 4
30 36 8
30 37 8
30 38 5
30 39 2
30 40 6
30 41 6
30 42 8
30 43 5
30 44 10
30 45 4
31 32 8
31 33 5
31 34 2
31 35 5
31 36 10
31 37 4
31 38 10
31 39 2
31 40 10
31 41 8
31 42 3
31 43 6
31 44 2
31 45 3
32 33 3
32 34 2
32 35 3
32 36 10
32 37 9
32 38 5
32 39 7
32 40 10
32 41 2
32 42 7
32 43 4
32 44 5
32 45 5
33 34 7
33 35 7
33 36 2
33 37 8
33 38 6
33 39 2
33 40 3
33 41 10
33 42 4
33 43 8
33 44 1
33 45 3
34 35 4
34 36 10
34 37 1
34 38 1
34 39 3
34 40 2
34 41 5
34 42 9
34 43 5
34 44 4
34 45 9
35 36 2
35 37 1
35 38 9
35 39 2
35 40 3
35 41 3
35 42 4
35 43 4
35 44 1
35 45 9
36 37 7
36 38 8
36 39 7
36 40 7
36 41 5
36 42 7
36 43 6
36 44 7
36 45 10
37 38 10
37 39 8
37 40 8
37 41 2
37 42 2
37 43 2
37 44 4
37 45 10
38 39 3
38 40 10
38 41 6
38 42 5
38 43 9
38 44 5
38 45 9
39 40 8
39 41 6
39 42 3
39 43 10
39 44 6
39 45 9
40 41 3
40 42 10
40 43 6
40 44 1
40 45 4
41 42 3
41 43 6
41 44 3
41 45 9
42 43 1
42 44 2
42 45 5
43 44 2
43 45 3
44 45 4
89 3495
0 1 9
0 2 5
0 6 7
0 7 7
0 10 1
0 14 2
0 15 4
0 16 9
0 17 1
0 19 8
0 22 7
0 26 1
0 27 3
0 29 1
0 32 8
0 35 9
0 38 7
0 39 2
0 41 6
0 42 3
0 47 7
0 49 3
0 52 7
0 53 2
0 56 7
0 57 7
0 58 7
0 59 7
0 60 1
0 62 9
0 63 5
0 66 2
0 67 7
0 69 1
0 70 3
0 75 10
0 77 1
0 79 1
0 81 5
0 82 8
0 85 8
0 88 6
1 3 9
1 4 6
1 8 9
1 11 1
1 16 7
1 18 3
1 19 5
1 22 6
1 25 1
1 29 10
1 36 4
1 37 2
1 39 2
1 43 9
1 44 9
1 46 9
1 49 8
1 51 6
1 52 8
1 54 2
1 55 2
1 59 8
1 60 8
1 61 10
1 62 3
1 63 7
1 64 7
1 65 4
1 66 7
1 68 1
1 71 4
1 75 4
1 76 4
1 83 6
1 87 6
1 88 6
2 3 3
2 4 10
2 7 10
2 8 3
2 10 9
2 12 1
2 14 8
2 15 5
2 16 10
2 17 1
2 19 6
2 20 4
2 21 8
2 22 8
2 23 10
2 29 1
2 31 9
2 32 5
2 33 6
2 34 5
2 35 3
2 36 2
2 37 8
2 39 10
2 41 2
2 42 7
2 43 7
2 44 3
2 47 9
2 48 3
2 50 1
2 51 3
2 52 8
2 56 7
2 61 4
2 64 2
2 65 10
2 67 5
2 74 4
2 77 8
2 83 9
3 5 2
3 6 4
3 7 8
3 8 3
3 9 9
3 10 1
3 11 7
3 12 6
3 13 5
3 15 1
3 16 9
3 17 2
3 18 5
3 19 1
3 20 3
3 21 5
3 22 7
3 23 6
3 24 10
3 27 3
3 28 4
3 29 8
3 30 1
3 31 2
3 32 7
3 33 8
3 35 6
3 36 8
3 37 10
3 40 3
3 41 1
3 42 9
3 47 6
3 48 10
3 50 1
3 51 1
3 52 10
3 54 9
3 55 2
3 56 3
3 58 10
3 59 9
3 61 9
3 63 10
3 64 4
3 65 1
3 67 5
3 69 4
3 73 10
3 74 10
3 75 9
3 76 6
3 78 3
3 79 1
3 80 6
3 81 7
3 83 1
3 84 1
3 85 9
3 87 3
4 5 3
4 7 8
4 9 4
4 11 4
4 14 9
4 15 1
4 16 9
4 17 8
4 19 6
4 20 1
4 22 5
4 24 1
4 26 10
4 27 8
4 28 7
4 29 6
4 31 4
4 32 10
4 34 7
4 37 2
4 38 9
4 39 5
4 40 8
4 41 4
4 42 3
4 43 2
4 44 8
4 46 9
4 48 5
4 49 9
4 50 3
4 51 4
4 52 8
4 53 2
4 54 5
4 55 4
4 56 7
4 57 6
4 58 8
4 60 9
4 61 7
4 63 8
4 64 1
4 67 7
4 68 8
4 69 4
4 70 3
4 71 2
4 72 3
4 73 3
4 75 8
4 77 1
4 78 2
4 80 1
4 82 2
4 83 6
4 84 6
4 85 10
4 86 10
4 87 5
4 88 3
4 89 9
5 6 3
6 8 3
6 9 3
6 10 3
6 11 9
6 12 2
6 15 9
6 16 7
6 17 4
6 18 8
6 19 9
6 25 5
6 27 1
6 28 6
6 29 9
6 30 2
6 32 10
6 33 2
6 35 10
6 41 8
6 43 3
6 44 4
6 47 8
6 51 2
6 55 9
6 56 10
6 58 3
6 64 7
6 67 8
6 70 9
6 71 7
6 72 5
6 74 8
6 76 7
6 78 8
6 82 1
6 84 3
6 89 3
7 8 8
7 9 3
7 10 7
7 11 2
7 15 9
7 16 2
7 17 10
7 19 9
7 20 9
7 21 5
7 22 5
7 23 10
7 24 6
7 25 3
7 26 6
7 27 6
7 28 8
7 29 3
7 30 9
7 31 9
7 33 2
7 34 7
7 37 6
7 38 3
7 41 5
7 42 4
7 43 2
7 44 7
7 45 10
